track_id,track_popularity
3D37T7euWvVJ45evRmriIh,63
3y3brCCecHC3Db18aIOnny,79
6XqvFyJGdUD5IWee02ARKU,16
575NJxNUVDqwJGdzBrlLbv,75
70YPzqSEwJvAIQ6nMs1cjY,75
7Ht0v0LWBCOEjmNQ0iMpNr,55
6nDKrPlXdpomGBgAlO7UdP,30
2b1BwUGGyKq0CoJd8G1B6M,62
09IStsImFySgyp0pIQdqAc,84
1lGVyEkGHUz7Pg78QGaS4a,70
6ksMjdec8b6C45TUawkAdu,37
1vsQb8n0icvMsFnL9663LM,70
6pooRNiLyYpxZeIA5kJ5EX,74
5WHTFyqSii0lmT9R21abT8,85
1pBO9JDqh1y3TbCKEO1OvG,36
1LjxmkW3xRQP2HzswhYyyc,52
7FCZhkhzEUVNUAlGauNKIe,58
2JoIjuzRplpYGvvLpSW2on,72
4PUWpNtDejQwwa80LjvxXl,64
1nufXiTCTTAeJfO9hLHvO8,63
1NDxZ7cFAo481dtYWdrUnR,77
1ahVFh0ViDZr8LvkEVlq3B,76
0Ev562zA4pmUsBqjxsxxdx,74
5l8AUgBTWuOECwVgYtaUyE,56
35MKhw2YBKApmD7fAnPERC,77
3Kuu5vASpXK8oRsxOvau6P,71
7KW3XQV5Or5CF57MYVj5h4,64
3M9Apu4OZfylLTFKvgEtKa,82
5N4erncE7kuUccm7zEmwzk,81
6QcrReLyoun4xrPVsZ5OJE,41
1kQhi22kyluRCnIPAXtxEZ,62
5cE201rNvIkryS8N1dJ5nR,5
4AkCyd9Nlbt8JprQq9V6o2,72
48GmVZwvkoVC5StfMLfNJE,24
01iyINEYgPQ7ThMZuHUsqS,58
6BwClo5W3VvTzJv8bvZXDD,65
108r6pnZHStBIktpyyps9w,64
24Hzd4FPhz0HPx9jhM9cap,53
4aTtHoSBB0CuQGA6vXBNyp,72
0gIZLyF3MWQVcspzrLWYod,39
6y1UtRcHQU07aUs3oxZ8Yn,75
54z0kLF0skj0Hdb9wCqPJt,60
6mPstbtzhyqKmwefY4eVWD,18
6uBhi9gBXWjanegOb2Phh0,79
1Pe3Tnahd3nNcKrTvNvNvW,60
4w8niZpiMy6qz1mntFA5uM,83
7BKLCZ1jbUBVqRi2FVlTVw,85
2IDHoSlbG0CKH9rhq68wTb,47
60wwxj6Dd9NJlirf84wr2c,74
6kPJZM97LwdG9QIsT7khp6,80
3ebXMykcMXOcLeJ9xZ17XH,81
7iNIg7XDEaYECfWD5dJ9Va,76
6cy3ki60hLwimwIje7tALf,96
5N5k9nd479b1xpDZ4usjrg,84
0qaWEvPkts34WF68r8Dzx9,86
6jq6rcOikCZAmjliAgAmfT,68
762UXiwEHYY97VL45sAUPR,66
6RUKPb4LETWmmr3iAEQktW,83
7ef4DlsgrMEH11cDZd32M6,85
3zU9rdflI65tK4dkkNSp77,73
12GEpg2XOPyqk03JZEZnJs,69
4kte3OcW800TPvOVgrLLj8,69
0lYBSQXN6rCTvUZvg9S0lU,81
3vv9phIu6Y1vX3jcqaGz5Z,73
2QtJA4gbwe1AcanB2p21aP,61
1BltsyC5W3SAABdxyrDXwi,19
3tTYxjYYcXFqFXA0AZ1Fav,57
09CtPGIpYB4BrO8qb1RGsF,81
0azC730Exh71aQlOt9Zj3y,79
4h8VwCb1MTGoLKueQ1WgbD,84
0E9ZjEAyAwOXZ7wJC0PD33,84
0lHAMNU8RGiIObScrsRgmP,66
0n8ob8S72lvznoVfiwz4qL,8
4r6eNCsrZnQWJzzvFh4nlg,64
0GzmMQizDeA2NVMUaZksv0,61
1MlAkYV0nbRKWhhfvTt3zc,27
1WkMMavIMc4JZ8cfMmxHkI,74
7C7yqFTM0ncyJ04GIKrxdV,57
0WfKDYeUAoLA3vdvLKKWMW,69
22mek4IiqubGD9ctzxc69s,77
61ZM92T2zaXIVsqncThQzC,74
6TnxdnJcZIwCWiCHq5Qds0,5
2aFAmDBycyEnj3lcS95JMe,57
0Npijoc6ZcUe1devUugKvI,68
5gwLIRjGFf3hXuHoKEsWLg,65
3d4lc8esnUl7Bx9J9d9oty,58
0U6bQIAh6MCGo1xjbIIx2S,81
3oIVK7arAFuUOCGafPLxSC,68
2I4jAMEOEUQD5V1byYCqNS,43
59QmL8ygKtVfMHmPx3GaBX,57
5EdYlCWou17k0N1PADLKfO,58
5MvsfUN0H79C24t3fPepeL,58
7CHi4DtfK4heMlQaudCuHK,91
1CW7tYkpJ95c7bQkRf6CcK,67
4bSFPMXKYaCoBhzJv276zl,42
5AFrctm65wWIqJsjHPPx85,70
3DsjHcLYMExprXJECT4QQP,64
7FjZU7XFs7P9jHI9Z0yRhK,79
5ijpy4l0nKZPIKHui6SQfE,48
6j8eH9frh703HaGBaSRS6u,53
79Vz5MNH7Qe4F7hPKT8tPz,75
65mOk4n0tfrMysFXu12ufx,46
4w5Grfxx5Rpup6mo5v6bW0,67
3uiQZlSlSDRduWLFBTSEot,65
29ikXeGM6kScvhvqfvgiwO,56
2Eld7kejX6FH9OptVyKQak,42
3BOcWxFUURAomDXRSDFve4,58
4YhN72dRYL2Z3MsaKyT7rS,74
7DQ5CZjAQdhgDgdnSXxJ7Z,65
2aXA9aQfrqaOi1Wy3NfSZI,64
62XCV3AmCMkPa9X5mCim8O,51
5llPdGZJjJFJv9aL6ZaiLY,63
7pWK1kMgHy5lNNiIfuRbkP,83
2W9pBY75aWOV39S73mqqbn,55
1JxQmgCEipmHCUiJS568pE,39
6pu5jQqenr37n0z6eBKOh0,48
3RBk0P36O7wCMxF263jRJL,59
4uRx3SdWG2cNVfRNVPwHDS,64
3ZRgqoTb7pVO11IxcKGtMo,42
0DhkTGjEaIHaSxTfC14BFm,70
4nx4h17pRj1ikT0hZecR8z,57
1tq4UL9BB7BHuT6eorlX3X,21
4TIkSdsNSfqpuq6ZYvCjAz,68
4P7F3kb2Ze1YleD6lUYwJo,63
3qeJ84Y6PRS9LtliOuT94Z,54
7sYAS4CpbV90oSemgaEQat,79
1CRy08G60mS5jvhB27xMpS,72
02itaCXOdC54J0ISjqqFAp,80
52EB2Gk1nkxZmbomJOXUde,47
4Jwp3yjIQfudmjuctLQlfJ,19
7N06jo3EnV792VFaG8vuW6,79
517cAnPxsaxfrkKHHY41wB,59
3GT2CBmJWIEdCpHiB31WYK,68
7fPuWrlpwDcHm5aHCH5D9t,72
1rRWFc2p77FYyb67m5YeVO,66
1LDDUVvutZ3qxvnOrulCBM,59
2wOVXsIRIoniqipE9I5ZVx,64
0byab45cmZntz74RxcASrf,9
4ciBIS83LHQpKf4noVKP51,41
19TOAlTFq0NDHvUPQR0tkr,69
6VP3410weACXiPCVLKSkOb,66
5ql2mP9FUhB3SgMzv2akuO,68
3jwQwGVERUXo7eaAgL1xAo,66
46W9iEjOg5nkMvb6lo4Jwz,63
0GRoERSBBky3YgdKW2w2Vc,68
3sHuIjfAzluc6S9cXoqfqC,23
4fK2NU9UyQJV74ZGiSVYsr,67
0jlpHhGUFn4aAWLsRRnwep,62
2pMntGuRgHAHVtrpC6kgGy,9
7EHCt2jdVwHp557sfMPosf,59
5YN0zHycJ0Yxz31A5QsVov,71
14nIFzHQf1OBWf6VHVR8DF,21
14sOS5L36385FJ3OL8hew4,81
23FHa9lYnG6Dr8OzombPkS,69
06BrHnTVDOydsfg0LZ6mQb,56
1YSwQvw1NrEPfA0j1iY8eV,56
1FlIzyCvRFQUE4pc7PiaIo,60
3eW2EDwNRAiQKkgom96dUa,40
1k08GK7ox8SDmEMvn81TwU,57
4raMIjIjMc8JohHth7l9lG,70
52Y5nYBQgqawttJxxtUv1e,63
4R7ZSlYoJOIaxHJFHszQCR,65
3N9YuL395rE4qNyHMsvOWC,56
6dX62wjTHi9F1srVTjV89X,2
0JumfyG7GUshFjxouEXwhw,53
3Iee2uf8UXOrOupQzfs1z5,11
6jreFSOTUAViWjKyzOC4Kg,77
5Qnk8vP5g9l5SDQKU3qyYQ,56
3Mong1BzxMKwTZ0SbfLdcQ,65
4huh5oqBz9RkgpzAkyuEAs,34
4Nu8sEejt46770gDUvFcrF,54
1IjuevPDJ8Sa97wFwQ5j4V,51
4d3cCNTG3PUgWhPButc4N7,50
7r4nPsLToVIPdsiEeZKF6Y,52
4Tvw0lweq9l2JPQKFbpbBQ,76
1yAPglN5AGf7UoLK062ZYq,75
4IAd7Vdwcc1E86P15tXjca,52
5qiQbOa6AFEO3P111y9Jry,62
7nbVbGjifh0m2fhPYqcI1R,65
5NeFmsnXBy6xVbz8pesM5l,62
6fvbl9D9VjMtLRQsuWPyYt,10
1MgpEKnO6sgMTb5zumAsgn,55
06Z7Hy2LUzbcSFmWzwkun1,49
0EdgK7ASb4kfRkW8pVMN02,70
2gqzTQEn4g5ly0n5ScdMx0,61
36orMWv2PgvnzXsd5CJ0yL,75
6DuE8kXIDJ3oiCibWXmgeN,60
5up5uXChMJLKyuop9HwtCb,63
4AMY0oGSt7vZwgxDnHCJBr,73
0VQUyufAldw4Eitv71TPmg,60
0EQeui6OBMzqJ3Z3wCOzZh,62
1o9D0rUusi2V5idyOEOPII,67
2neq77lIMkitQwBwy1EDng,61
5ow0sNF1zSqp71Ix5jEXWU,71
0vrmHPfoBadXVr2n0m1aqZ,80
0o9bHFc8Lt5tZFvTjNZTNf,68
3oN9prOZJ8jR6rFP4YMJF9,60
0Qew3aYvQPGPjfL7gbe6x1,66
5naYe7rLMZcLfO1DKg48MK,75
3LaQ1GajOXoUeiTA9UAcCK,58
3DGar7krWlmrXRFHBcQF6z,74
5VGBgPVFO3e0lWz4WHYntQ,68
6sYJuVcEu4gFHmeTLdHzRz,72
3eS1VMcEmq2IUgpaeDysCb,70
4fCAOaMs0PYL58OijKp2IS,58
2mSIu1ZPo22Ihx3EwS4E6h,67
31OqWK8Lc6GnUbnLG3GqPX,62
7rpyHKSH3dkrsKEgv1eNgv,56
5CpkVOosLFc83LbwqO6hnI,65
3cJEgWbsBmGkvXz906tgut,51
3ZqKbMO9UasuKgQeGT7QZS,54
5mYNWSc1AE7pWS3Ax4e8Dl,61
6SRWhUJcD2YKahCwHavz3X,76
7Feaw9WAEREY0DUOSXJLOM,83
7K7MUBCnzgBAvMVW2RTWNs,63
47dABAPyBgKB3iQCrC4Vrv,70
6vRCKJDtnrJEcyyzIMa0w0,70
4BM4ml3TgBFALLaCaJtVhi,56
4D3o6Hh3GydRpTTlyLP3D9,65
3R6dPfF2yBO8mHySW1XDAa,61
164C9bSF4ryqWXI4XgxTE0,60
4fC6tDEFmSBBCRBUOPeQ8b,63
7lPo7aUbqNz5qmcan9Oj3F,54
1HvCFAUIWQsWV9zud3UhDl,70
76WNl0hDHHxTUhfLrEIBSm,6
6xTU6B6nFwKKTSZ9ySXS80,70
0jvqmWRCyv7xnxqrtinbHJ,54
5itOtNx0WxtJmi1TQ3RuRd,83
1uuUnsWpJwqBh5GRQ8uxla,53
4DfxFGwreu9BquiLRClwh8,55
6Pgkp4qUoTmJIPn7ReaGxL,81
3R8lr1Y1kPgXEbnXkcMMlT,58
4ESPuOrSsRcBISzcMlzmY5,75
0Zbbxnx4SGGHoIow4PpISP,73
72gv4zhNvRVdQA0eOenCal,73
2kLf4myxQME1Nd0voeKZri,57
4q8PHoRsPUB52LFylX8Ulz,25
2devxXJUTEIFmgt8cXaqmO,55
0ct6r3EGTcMLPtrXHDvVjc,80
7dOeiXeTSfA1ixaYmQcWu7,69
7jEyX4bqaCSdMN4D4JNnVj,74
6ULQ6ZRc7JuVutRMy6gfgc,65
0FlnsBDwPglenLJoQjPd4K,50
4Vbz3osCh6DwHYv5gVv5H2,66
4OgwXdylh75fHfwUzJTUqg,71
4kWO6O1BUXcZmaxitpVUwp,79
0A5gdlrpAuQqZ2iFgnqBFW,76
0BiGd2FNDQ0eh79ZHfp6tS,55
25sgk305KZfyuqVBQIahim,87
3xE7LrW7P54CYNQYqLhl6J,35
4ut5G4rgB1ClpMTMfjoIuy,77
0uUNN1nSoUx1A4fkDCWDQ7,83
1byydVLDAt7An5Pk3SuL5j,51
1RxlBxlaJpSEVnLk4Gtvym,2
7IWTIkiWGWNQyYfOLdMrGD,68
67FPUOM5Q2sSvS3iqLxSFs,50
0Qmqhtqco9ifi7ScZh1095,42
2Fxmhks0bxGSBdJ92vM42m,95
0FC7eAz8CW9HAWnBr8Yo42,50
7LYMT7ZaJC6KaKaXod9qNq,21
6fIgsZFtGXiIvxb2Y6oCc7,63
47knrBbYhqtrggWYSkU6h1,56
46x4SztssOJ1KzRjPqVUPk,2
0AKxkfd5NLlWMXCVgH6a6X,2
43ZeyBuql1TboyWE3ElHXj,49
3EKKIR8be1kfAAwaz1fzyS,60
4u6chQOq3h6g03cnPzAxcz,45
5UaEBgRvUPFf5CEDhaTdp7,56
6wigvUlHft5QfkbxmAG5uC,41
3b0cJPguhWOh2hjY6Lu192,70
3QC33AxvY2sdxq22ym3aSL,57
6nsLzJfvp5OLd4mgqUJkpq,16
1fN2cemf6ByT2WKqtumwR5,48
6RnkFd8Fqqgk1Uni8RgqCQ,72
5fEpuvcNvERP7EHtLe28Zy,2
45NYp6HaMbhHNtn8sTnztn,2
7HdHOGbA7uyepn1jbPKqOx,66
49ziHtycEUnbFQtE8e8slt,60
3kGfazcbVvVkuZunzlLgTD,68
2ZEqEHPOhJdkI9pCCW9pBD,50
35ARq65zezGBwA7EHBXm2w,39
1N4n7soiQQ8TRsntrkItyA,1
0XOFJ634crTl8z9N5Gxh2S,4
2OlWBmSjf1aUPGLNf0UI5A,16
6UiDiFJUGEDzkGpZBL8IYq,58
5WvAo7DNuPRmk4APhdPzi8,77
4b2tcjrG1qUkSdsqEFP2dB,71
0KsB4TwgATg88aXCMBoO3Y,65
23L5CiUhw2jV1OIMwthR3S,80
3OEF72iu0qSN75kiw0qP1o,1
4zdQmfTLWgGd5mAX4MUIaX,67
5KVxCdOVauTncDKgK426XN,28
4suDPyEfKYtqDR2OGblbTi,48
7tegFBOVAZADytMG3YIR9o,39
1eIl9qFUGihchPAfSF258T,60
71jxHnEfeDyolLb6Kr2DdS,29
4eycOo0qKubeGx3g29dcHZ,21
0xTWI6HrzKHJ6LK11f8jGO,40
07uivRw9i8NFjQbxZQu6g7,37
1QNoGbedAra3cbGcQAwBRQ,38
3gMJMSrU2QETbsILNuybIh,17
6EfsZW2pPBBDkiBMTGglEi,30
1gdrNesoUadTXNdVaKS2t3,31
0j6HZwmFLvxSoYUrg29IgP,37
2MbrVxNKpsg0bu9LMlPiri,35
2gApWgkuisXedOcS9Tligs,49
5Zjge6yCThuBMdnJdOBp9A,42
34S5Vg3Jxqtjb3dosDWHpH,23
2qpuYv59RVgLKcA0DPl9Tt,34
1SV5ys0BGnN6aEsbS7prwt,27
3t5I7uoAOyRtzkAVaHgmfL,60
1g89JASxN75856KEYGmZTt,53
56FtGMGdOoONvc0XpP4Bm6,30
0HGSn0eFH5LF1MWdE9FOUC,41
2WSYYbEdxtGGo0VVP4jNjb,29
3fzCO5mdnxKvxOT03Ao0RI,54
7Bh4dzYrbYtXbbuvK8M8yE,21
6nfiboYmeoHMxPU05yEQvg,21
4ccp9ytoMerEU0967Okhu6,40
6cAaLUV2fc1b3Qpgc0z3k2,26
6dKOpmTOzAVnaHqq7hqkJa,26
1HDrG1CAVROV1BclXs400N,36
74P2i9IIx0nkki1GVQqx3R,32
3CLKvDKiVgbgfWj3fyyibl,34
00bc7A2CLjp40XNd6ZPZNa,21
7Gb3OZFw2IiNk08fSN7MrR,36
5SubtShpNoLYiVG4oLSpOG,36
5VBMFkU9emR1HDLPoXuOUQ,42
0S1lconF5qUvqUrovZDmSA,49
5QOg6uut1ybakHajEfBL8K,12
7auKfEOsSVCeYHn2pOu6uY,16
64XUlDULbJtK6xDL4mEB0Q,27
0FVUs7Kb4KKl3vsssgZCud,44
0lHYQoSwhIKqUjUsbQygyl,21
0azhsizFhBepOGgcQ3EKaL,41
3b1TJu58AWEiGvnUwDdhag,44
2TFJVb9LL54V5W53qGWDSv,39
7EdnZLYzleCTG6eVJnZbR8,21
1JSkwWA4e3OXlnOEcn0MXf,35
1RJPz4eFFP7N6VVKMYUS7O,16
6GvK5IObiZJs4PyTFJTELk,27
0qnp1W6FnL9qoadgaQdsT8,37
3pzrOuq7Zn1WlL1qes8I57,30
4vid1h1wAzoZoEKJVXoUgB,35
34Yb5ldkgXMieDcFIRQPdh,26
7MsgiyWoerebFF0zaahmCr,30
4EyjvMJ6llJ5stWDlwo8v6,40
5L3FE4WEDdQ0xZYVdN7uvE,31
63f9E8ZTvtcEdqZKHj5Vzv,27
2KJPYFHskvDeuAZ1sbbBys,31
5uHl2eYaITSX6xEX8bmaXy,74
1PNb8pRsZGa8XN1m5nJe70,59
3v5BOhyPrVQN7PYE6JnY7j,63
7JCi89HGiURxFpr6NITY7q,73
6k67RdkVjTZj79c1cRz7IQ,72
7b8YOVV5quZcSKEijDgyWB,68
1Jr8RbuOnvMHsMHcWgZ9Do,58
3IdPtyJHB1WVPM4eCiCAKM,72
42tFTth2jcF7iSo0RBjfJF,70
1UThkKR8w3WnA6lWCRhOJn,59
5WrEilrRI5cIW0DxMvQYPZ,75
24nK8tW7Pt3Inh2utttuoG,81
3BPoSr2pO34Aan6alFfVto,70
00emjlCv9azBN0fzuuyLqy,65
5sbooPcNgIE22DwO0VNGUJ,75
06mzeP9GQNSHWd1Nh2C5FM,69
5KawlOMHjWeUjQtnuRs22c,85
06Pvy98db25O7wlfFFFIRM,72
6E7jAJN2e3znSHyPCdQqx8,72
2AIWoHr9DF6y4KALCBKWQS,75
7Ed6BkggCS2KaKY5YlINaF,65
27kB4qLUCV8nZd2eOgj1Tk,63
7LJjWqhqK594nN7qJzLVXE,2
4WuKHgxdCJsaOBIh7yndty,71
3rOEipqoZpjyn8PtOMeV8k,48
0ErzcmZ2gIwX7X0xSMQPix,68
2naEVOadudtXHwtZNfjMDM,65
5Z4aqpT39KpY8gbHoJWdou,70
2U6RSyXFnDVNYoD9iUgi09,66
5SE57ljOIUJ1ybL9U6CuBH,71
6DIW7GJbuGZdHolRcPWprP,2
1S6zXoXhfalX2ETKo337Md,7
1q3C6brbmRrULTyo2mseKF,69
7gr57cYekMWriyJYbT7oZ4,66
7Cd4glTUgV0vr0DBncEg8S,1
7w3mCZJZbfXzNebD5vktMI,64
4Is1b37KJY9XVCgzp81FBW,66
3nXUfNbkv8ikaSdHwEp0oY,60
5MaDeMdqsPsZTxNWdEZPVH,67
1gsb4CFzUMERAkfzAKwrZu,0
0xHgclG2TeqIzB8N3Wb5rP,66
5gA9Xn8oPts2aewPgxVkPD,62
3NxuezMdSLgt4OwHzBoUhL,66
5unCIQfJLMtcsiU6MP5zmB,61
0dSE54vYYvRNWzVTxE2xTL,61
3sygLAUhHsJsQ0cBk6fxRd,61
1LShDXXs40R8bQFNBBupI3,58
0aLG42zaidNkblhiQgJknP,63
7qDbAc6xMW07T7yyMnQqS8,67
4lt4QTuoYOEEOhrNDZJ1o8,57
381g0b6QZxC13SzA2HRMIc,65
6sWd8ZAH5bWWyjwb7ZV2Zb,70
1IzuuPDzqh3dfKxilHbGYU,40
4knqZHNHlEBBEmfETcpTyr,55
0dHWWPN5XGWotUnM57QQZK,54
0m3W71Oliiv3gQWXi2YAmJ,63
0gxkqxGiLg1ylKzgToCcHY,56
2WDhYlm5gBepkMZHBk0LN7,60
3eOrrreH5zbp4xpfiFqy2D,56
4tYLk5axtAxynbehhU4uJn,42
7yT71nE6bb9vzdYz78iITu,45
63BGyvr6NuhA0q5NimghaG,54
1ZtG48NtqQdyN1AnXiiYL0,30
6u8epWzzk3CsJ05sqExF6T,64
7K0trO4bMEWjSiFGPG5LTQ,52
0PCRR19Pf4iiuvSrPxtQ0x,54
6TgLQJ87xq6adrAU6HzaTW,16
3pWcj8hxj3fsb9TDAcMpEl,13
4sh506lJZac1T4o4NqtIuS,58
7a4aFs6bW7TUySQviVERSI,61
4aJdmCHGL6KrrvuSXgr8Jp,24
6WbADFqMvR8N5u0BvtsWQE,27
50RJdoxw8iajGNtHQe6QeS,56
2V65y3PX4DkRhy1djlxd9p,77
5gjhnWVBIBgoWzv3SIQdwW,2
6iC7vapdKp0XlKhxOkp8QJ,70
5kOWncnXJOC1LRH0rk8SGy,9
69zxj1EFDfAouZu9JDmQld,65
5EwwwdsQfKI8ZnFG93j5Zu,62
2M1mqcNUBIAfRoD2Puhejf,64
0FDzzruyVECATHXKHFs9eJ,78
15BlympuVSfZFROojEMY2M,64
6xUy203RnyyOfbqf96Nven,69
5Iy2Jj87Ha0C0IBlNE1I4y,67
1vvNmPOiUuyCbgWmtc6yfm,77
11Fo4dAH31K7UZHGqCkCmE,7
4keoy2fqgwGnbWlm3ZVZFa,80
0kHyKhJMukHEPfeh8s7rdM,75
2tpWsVSb9UEmDRxAl1zhX1,80
36Z5wae28KlrJ4wL3KuGOe,36
2AVredtzre1KADDXWoGd4I,48
5hw9RzFpyZqkW7ADN2NKeO,49
5ypiGNhYY1GUoVB1kVZmc8,7
5GjnIpUlLGEIYk052ISOw9,65
1YDJ2f1JuKzYWZpRYiBYHu,44
6F1kPSgdnlSzZRfskE9vaV,2
07nH4ifBxUB4lZcsf44Brn,75
2i2zYdN4KCkTCDscdMYr87,47
2BVVmJQZv4fOPWavI9mkIj,10
5L2l7mI8J1USMzhsmdjat9,69
24tVqMiAtv8jmpNPhBEsDY,57
1sh6lL6cmlcwhqZKGiKBua,66
3P7qStX3ECFOLfjrXuLzbc,4
0bMbDctzMmTyK2j74j3nF3,85
3TKpJrY9q49Mj1JOsM9zGL,85
6Fvhy9aaBvsLBzC7vDEhIr,50
2a3dopgTF1q4rMVDJ1rwBU,66
7C1trmcQQ5n5RNy4l6ziCv,63
2sxjVSDvymkn264oDZCrl2,43
24Yi9hE78yPEbZ4kxyoXAI,88
6j3MJ0jtsReAgwRwqsHC7T,56
1mzARUs2kMMxcKh1ome5aX,63
0JIcWmxwEpv740agHLbVB5,61
35mMXfym6C9VOTUVrcKKZp,76
06mg22JLouk02orwxz0UfD,50
2kJIiIqbzYVtv2iTpbQts9,66
3UIGE2FXaUUcYWA31Og0XO,64
3KKrA8p6gzpYC44JmThaEq,59
7vLR7NDAadIXfWjl2nw5Nr,64
4dSS4hwl81hvbfMsIogJGZ,56
7M9w4C8WenlvWfNRAulZOX,77
5MvLsT03RBp67RLoeISCdl,17
7CthsM57gIgD2S8xyL8coq,38
4esEsg9IxiTAGMBQLe9XOu,66
3wWRbRa3OFIFRs4gNywkdd,30
5TgS4dcUAU8EEb506d8wAT,72
05P4BYqVauVxy0w9g6w2D9,58
3XEdqQtGHAM5huMrs3RaKN,65
1Pz3QmQFBFuI60rxCQBeW6,12
0SDgPPSjRPdGD3hyrCTG2S,48
035IYcHuQxZHBknOMWGAnI,41
7hzjWGFi2HKUGOXp1LiQ3V,59
1LZbNPkZE39WeytrhcoVD2,38
18KjYhghq6K3ZmfcewWDp6,68
2qv6LU59qyGRzm4X2TFYMl,41
5yzzy7Hevww3RDntQM5mG1,5
3O0e0LHTpza0rYVDbZfQ4r,75
4n7jnSxVLd8QioibtTDBDq,83
4466tjT4xLDhIdmsMymUHk,61
7hrnaeVvXFAkvQOmjHJglY,58
5OJJF2HA089n5T0ugmXCrk,48
7aQeWViSfRWSEwtJD86Eq0,69
1TVEPho7uQub2pMJyzO8JD,55
1WSGTYKLEpKfNQYYW5Oymt,79
2VDTgXwf3F6kcpX4HI0BKy,62
6TaqooOXAEcijL6G1AWS2K,74
6Qs4SXO9dwPj5GKvVOv8Ki,87
4jp4Z02kzzg8gK0NmDGgml,78
2Fap2zMMINCLylSCSGQLEa,40
